file,lines,sha16,first_line,last_line,hit_wf_mstr,hit_glt_det,hit_insert_log,hit_MessageBox.Show,hit_TODO
Core/Global.Lib/Cls_Bilangan.vb,340,3b671481a486d9c6,﻿Public Class Cls_Bilangan,End Class,0,0,0,0,0
Core/Global.Lib/Cls_Bilangan_Eng.vb,184,acccb1fe6c6d2a99,﻿Public Class Cls_Bilangan_Eng,End Class,0,0,0,0,0
Core/Global.Lib/GeneralFunction.vb,1646,0e00ce05a7c12c52,﻿Imports master_new.ModFunction,End Class,0,2,0,2,0
Core/Global.Lib/ModFunctionSpecial.vb,1695,bed67118116ebd5a,﻿Imports master_new.ModFunction,End Module,0,2,0,2,0
Core/Global.Lib/My Project/Application.Designer.vb,13,4dd7045513941609,﻿'------------------------------------------------------------------------------,,0,0,0,0,0
Core/Global.Lib/My Project/AssemblyInfo.vb,35,262e56bb787cee16,﻿Imports System,"<Assembly: AssemblyFileVersion(""1.0.0.0"")>",0,0,0,0,0
Core/Global.Lib/My Project/Resources.Designer.vb,63,e0d25c6017576a92,﻿'------------------------------------------------------------------------------,End Namespace,0,0,0,0,0
Core/Global.Lib/My Project/Settings.Designer.vb,73,cef451af0c6f8954,﻿'------------------------------------------------------------------------------,End Namespace,0,0,0,0,0
Core/Global.Lib/function_collection.vb,11134,5a6a46448d0a2f6e,﻿Imports System.Net.Mail,,3,154,0,285,0
Core/Global.Lib/function_data.vb,6214,a89802c3626503e6,﻿Imports master_new.ModFunction,End Class,0,0,0,247,0
Core/master_new/Classes/ClsVar.vb,29,0950d9756100e3ad,Public Class ClsVar,,0,0,0,0,0
Core/master_new/Classes/Cls_Bilangan.vb,336,236aaa323dd38586,﻿Public Class Cls_Bilangan,End Class,0,0,0,0,0
Core/master_new/Classes/DBMysql.vb,327,cb684abaa8299591,Imports System.IO,End Class,0,0,0,2,0
Core/master_new/Classes/ModFunction.vb,1919,1a5a51ea66f5b7ef,Imports System,End Class,4,0,1,21,0
Core/master_new/Classes/ModFunctionMy.vb,772,7031cf23a3809589,Imports System,End Class,0,0,0,0,0
Core/master_new/Classes/PGSqlConn.vb,894,2eadd4071d5e33b0,Imports System.IO,,0,0,0,2,0
Core/master_new/Classes/RandomKeyGenerator.vb,92,13dcdf89a8bdb3cd,Option Strict On,End Class,0,0,0,0,0
Core/master_new/Classes/excelconn.vb,38,1bcf3e50af9aefb6,﻿Public Class excelconn,End Class,0,0,0,0,0
Core/master_new/FAbout.Designer.vb,236,0a01e4d28df2afc4,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Core/master_new/FAbout.vb,33,24c5757620cad42a,﻿Imports master_new.ModFunction,End Class,0,0,0,0,1
Core/master_new/FAddMenu.designer.vb,332,7f30c8ec0c520508,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Core/master_new/FAddMenu.vb,324,6829b2de577f2864,﻿Imports Devart.Data.PostgreSql,End Class,0,0,0,10,0
Core/master_new/FChangePassword.Designer.vb,250,5b916bf24a91b5ee,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Core/master_new/FChangePassword.vb,180,28963f0a67e6b4d5,﻿Imports System.Windows.Forms,End Class,0,0,1,17,0
Core/master_new/FGroup.Designer.vb,375,0fba8fc40879ad30,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Core/master_new/FGroup.vb,789,454c03bbd945fadf,﻿Imports Devart.Data.PostgreSql,End Class,0,0,0,10,0
Core/master_new/FLaporan.Designer.vb,54,d68a244aefad480c,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Core/master_new/FLaporan.vb,19,3aec3ff03674242b,﻿Imports CrystalDecisions.CrystalReports.Engine,End Class,0,0,0,2,0
Core/master_new/FLock.Designer.vb,90,29f764b981902087,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Core/master_new/FLock.vb,45,e84dd7d8b8b6d6f4,﻿Imports master_new.ModFunction,End Class,0,0,0,1,0
Core/master_new/FMail.Designer.vb,309,911b472315b59c6f,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Core/master_new/FMail.vb,67,7567fc83d8a69126,﻿Imports System.Net.Mail,End Class,0,0,0,3,0
Core/master_new/FMenuAuthorization.Designer.vb,301,70b133d3f01b6ca1,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Core/master_new/FMenuAuthorization.vb,170,bdbea1e0f1c72276,﻿Imports Devart.Data.PostgreSql,End Class,0,0,0,5,0
Core/master_new/FMenuSearch.designer.vb,216,3011181ae8d0b49e,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Core/master_new/FMenuSearch.vb,77,7363371c17876389,﻿Imports master_new.ModFunction,End Class,0,0,0,0,0
Core/master_new/FOpacity.Designer.vb,43,0513e3000e4b2353,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Core/master_new/FOpacity.vb,3,1027c77b615e95e9,﻿Public Class FOpacity,End Class,0,0,0,0,0
Core/master_new/FPass.Designer.vb,265,a5fff0ef99092ed1,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Core/master_new/FPass.vb,447,d48c27b5c7de0a2d,﻿Imports Devart.Data.PostgreSql,End Class,0,0,0,14,1
Core/master_new/FPrintScreen.Designer.vb,80,e1c6277a55c39057,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Core/master_new/FPrintScreen.vb,112,c24caf31297363f4,﻿Imports DevExpress.XtraPrinting,End Class,0,0,0,1,0
Core/master_new/FProgress.Designer.vb,55,3d199d7bf91bbe93,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Core/master_new/FProgress.vb,16,dc3631c1f0d5fa98,﻿Public Class FProgress,End Class,0,0,0,0,0
Core/master_new/FReminder.Designer.vb,144,6ad6822ccd92658d,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Core/master_new/FReminder.vb,44,82ee9c00a6705dec,﻿Imports System.Media,End Class,0,0,0,0,0
Core/master_new/FReminderInfo.designer.vb,100,da207b2399803495,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Core/master_new/FReminderInfo.vb,49,0ebb870ea088be7a,﻿Imports master_new.ModFunction,End Class,2,0,0,1,0
Core/master_new/FSearch.Designer.vb,181,c04b01edf0b88694,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Core/master_new/FSearch.vb,125,ef2073917230bb25,﻿Public Class FSearch,End Class,0,0,0,1,0
Core/master_new/FSearchNew.Designer.vb,311,26eac562c50d556b,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Core/master_new/FSearchNew.vb,144,26d417a177b115d7,﻿Public Class FSearchNew,End Class,0,0,0,1,0
Core/master_new/FSyspro.Designer.vb,5590,26e09e7e009df481,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Core/master_new/FSyspro.vb,215,307bf04bd1506d08,﻿Public Class FSyspro,,0,0,0,1,0
Core/master_new/FUser.Designer.vb,240,a8d752d1e10b4b74,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Core/master_new/FUser.vb,110,12c5d5895b45dac5,﻿Public Class FUser,End Class,0,0,0,2,0
Core/master_new/FUserGroup.Designer.vb,1593,51cc9425da2b1169,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Core/master_new/FUserGroup.vb,1316,ff5eecdc19b10ad9,﻿Imports Devart.Data.PostgreSql,,0,0,1,59,0
Core/master_new/Master.Designer.vb,41,6f41122eb2afbafb,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Core/master_new/Master.vb,130,7b4a768571674b2a,﻿Imports DevExpress.XtraGrid.Views.Base,End Class,0,0,0,0,0
Core/master_new/MasterInfChart.Designer.vb,331,b1454bf208b2dd03,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Core/master_new/MasterInfChart.vb,4031,0730abd84e6b965d,﻿Imports DevExpress.XtraCharts,End Class,0,0,0,24,0
Core/master_new/MasterInfChart2.Designer.vb,327,2345c15edc403234,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
